Mo-Yr,violent-crime,violent-crimeclearances,violent-crimerate,violent-crimeclearancerate,population,participated_population,aggravated-assault,aggravated-assaultclearances,aggravated-assaultrate,aggravated-assaultclearancerate,robbery,robberyclearances,robberyrate,robberyclearancerate,arson,arsonclearances,arsonrate,arsonclearancerate,homicide,homicideclearances,homiciderate,homicideclearancerate,burglary,burglaryclearances,burglaryrate,burglaryclearancerate,motor-vehicle-theft,motor-vehicle-theftclearances,motor-vehicle-theftrate,motor-vehicle-theftclearancerate,larceny,larcenyclearances,larcenyrate,larcenyclearancerate,rape,rapeclearances,raperate,rapeclearancerate,property-crime,property-crimeclearances,property-crimerate,property-crimeclearancerate,Date
07-2012,335836.0,166894.0,109.05,54.19,313914040,307975035.0,62096.0,31845.0,20.16,10.34,26942.0,6839.0,8.75,2.22,5394.0,931.0,1.75,0.3,1281.0,716.0,0.42,0.23,169137.0,19637.0,54.92,6.38,61149.0,6677.0,19.86,2.17,495990.0,95880.0,161.05,31.13,7196.0,2492.0,2.34,0.81,731670.0,123125.0,237.57,39.98,2012-07-01
08-2012,327703.0,164532.0,106.49,53.47,313914040,307719975.0,60067.0,31333.0,19.52,10.18,27162.0,6943.0,8.83,2.26,4861.0,864.0,1.58,0.28,1219.0,700.0,0.4,0.23,170326.0,20185.0,55.35,6.56,60504.0,6660.0,19.66,2.16,494001.0,97807.0,160.54,31.78,7062.0,2563.0,2.29,0.83,729692.0,125516.0,237.13,40.79,2012-08-01
09-2012,336527.0,159360.0,109.48,51.84,313914040,307384985.0,65656.0,29640.0,21.36,9.64,31923.0,6485.0,10.39,2.11,4410.0,725.0,1.43,0.24,1334.0,676.0,0.43,0.22,163399.0,18135.0,53.16,5.9,59117.0,6010.0,19.23,1.96,490710.0,90590.0,159.64,29.47,6839.0,2350.0,2.22,0.76,717636.0,115460.0,233.46,37.56,2012-09-01
10-2012,306827.0,156168.0,99.87,50.83,313914040,307230148.0,52447.0,27987.0,17.07,9.11,27346.0,6933.0,8.9,2.26,4239.0,724.0,1.38,0.24,1149.0,700.0,0.37,0.23,164288.0,19390.0,53.47,6.31,58183.0,6209.0,18.94,2.02,469288.0,97732.0,152.75,31.81,6245.0,2382.0,2.03,0.78,695998.0,124055.0,226.54,40.38,2012-10-01
11-2012,279802.0,141257.0,91.16,46.02,313914040,306921402.0,47737.0,25120.0,15.55,8.18,26556.0,6299.0,8.65,2.05,3993.0,703.0,1.3,0.23,1125.0,618.0,0.37,0.2,157420.0,17026.0,51.29,5.55,55017.0,5658.0,17.93,1.84,430870.0,89779.0,140.38,29.25,5505.0,2090.0,1.79,0.68,647300.0,113166.0,210.9,36.87,2012-11-01
12-2012,575785.0,290070.0,187.85,94.64,313914040,306513534.0,117053.0,59755.0,38.19,19.5,56602.0,13457.0,18.47,4.39,5335.0,1133.0,1.74,0.37,2478.0,1366.0,0.81,0.45,316434.0,39224.0,103.24,12.8,95696.0,11387.0,31.22,3.72,896774.0,186548.0,292.57,60.86,11195.0,4532.0,3.65,1.48,1314239.0,238292.0,428.77,77.74,2012-12-01
01-2013,290191.0,153531.0,93.44,49.43,316128839,310576794.0,50627.0,29031.0,16.3,9.35,28942.0,7933.0,9.32,2.55,3654.0,720.0,1.18,0.23,1127.0,706.0,0.36,0.23,156984.0,19559.0,50.55,6.3,56865.0,6618.0,18.31,2.13,443345.0,99106.0,142.75,31.91,7441.0,2722.0,2.4,0.88,660848.0,126003.0,212.78,40.57,2013-01-01
02-2013,252932.0,136670.0,81.52,44.05,316128839,310271080.0,43565.0,25477.0,14.04,8.21,21312.0,6480.0,6.87,2.09,3151.0,614.0,1.02,0.2,896.0,637.0,0.29,0.21,120429.0,16565.0,38.81,5.34,46255.0,5629.0,14.91,1.81,369476.0,85122.0,119.08,27.43,6401.0,2556.0,2.06,0.82,539311.0,107930.0,173.82,34.79,2013-02-01
03-2013,296292.0,153778.0,95.59,49.61,316128839,309972605.0,52481.0,29099.0,16.93,9.39,23141.0,6956.0,7.47,2.24,3858.0,738.0,1.24,0.24,1084.0,679.0,0.35,0.22,130818.0,17168.0,42.2,5.54,50975.0,5970.0,16.45,1.93,414282.0,93463.0,133.65,30.15,7269.0,2731.0,2.35,0.88,599933.0,117339.0,193.54,37.85,2013-03-01
04-2013,305045.0,156962.0,98.55,50.71,316128839,309523762.0,54790.0,29895.0,17.7,9.66,24576.0,7202.0,7.94,2.33,3936.0,800.0,1.27,0.26,1078.0,667.0,0.35,0.22,141285.0,17352.0,45.65,5.61,51034.0,6143.0,16.49,1.98,440255.0,94634.0,142.24,30.57,7558.0,2715.0,2.44,0.88,636510.0,118929.0,205.64,38.42,2013-04-01
05-2013,336155.0,172099.0,108.61,55.61,316128839,309498578.0,61178.0,33254.0,19.77,10.74,26889.0,7710.0,8.69,2.49,4282.0,871.0,1.38,0.28,1154.0,718.0,0.37,0.23,151456.0,18398.0,48.94,5.94,53963.0,6365.0,17.44,2.06,478110.0,100620.0,154.48,32.51,8299.0,3129.0,2.68,1.01,687811.0,126254.0,222.23,40.79,2013-05-01
06-2013,366818.0,183539.0,118.6,59.34,316128839,309294212.0,71348.0,38230.0,23.07,12.36,31810.0,8612.0,10.28,2.78,4330.0,801.0,1.4,0.26,1447.0,881.0,0.47,0.28,170878.0,20931.0,55.25,6.77,63317.0,7320.0,20.47,2.37,550932.0,110486.0,178.13,35.72,9007.0,3459.0,2.91,1.12,789457.0,139538.0,255.24,45.11,2013-06-01
07-2013,323189.0,164208.0,104.98,53.34,316128839,307854935.0,61478.0,33138.0,19.97,10.76,28279.0,7586.0,9.19,2.46,4546.0,820.0,1.48,0.27,1324.0,756.0,0.43,0.25,160131.0,19641.0,52.02,6.38,59835.0,16900.0,19.44,5.49,504571.0,101220.0,163.9,32.88,8315.0,2964.0,2.7,0.96,729083.0,138581.0,236.83,45.02,2013-07-01
08-2013,324200.0,163622.0,105.39,53.19,316128839,307621926.0,60719.0,32664.0,19.74,10.62,28902.0,7805.0,9.4,2.54,4223.0,743.0,1.37,0.24,1223.0,768.0,0.4,0.25,156780.0,19526.0,50.97,6.35,59090.0,7105.0,19.21,2.31,505420.0,102943.0,164.3,33.46,8259.0,2997.0,2.68,0.97,725513.0,130317.0,235.85,42.36,2013-08-01
09-2013,315057.0,158097.0,102.53,51.45,316128839,307268375.0,56620.0,30877.0,18.43,10.05,27549.0,7296.0,8.97,2.37,3722.0,719.0,1.21,0.23,1145.0,699.0,0.37,0.23,149141.0,18355.0,48.54,5.97,56708.0,6665.0,18.46,2.17,476031.0,97657.0,154.92,31.78,7429.0,2817.0,2.42,0.92,685602.0,123396.0,223.13,40.16,2013-09-01
10-2013,302163.0,156553.0,98.34,50.95,316128839,307255556.0,52991.0,29572.0,17.25,9.62,28150.0,7853.0,9.16,2.56,3688.0,720.0,1.2,0.23,1119.0,684.0,0.36,0.22,150967.0,19067.0,49.13,6.21,57040.0,8787.0,18.56,2.86,483058.0,104655.0,157.22,34.06,7620.0,2953.0,2.48,0.96,694753.0,133229.0,226.12,43.36,2013-10-01
11-2013,276513.0,139861.0,90.12,45.58,316128839,306817072.0,48729.0,26749.0,15.88,8.72,26756.0,6815.0,8.72,2.22,3336.0,653.0,1.09,0.21,1122.0,644.0,0.37,0.21,139002.0,16152.0,45.3,5.26,53006.0,5960.0,17.28,1.94,431258.0,96096.0,140.56,31.32,6925.0,2478.0,2.26,0.81,626602.0,118861.0,204.23,38.74,2013-11-01
12-2013,507688.0,274397.0,166.58,90.03,316128839,304776218.0,98954.0,57159.0,32.47,18.75,45232.0,13343.0,14.84,4.38,4478.0,992.0,1.47,0.33,2030.0,1267.0,0.67,0.42,256486.0,37290.0,84.16,12.24,81951.0,11649.0,26.89,3.82,785474.0,186283.0,257.72,61.12,11793.0,5273.0,3.87,1.73,1128389.0,236214.0,370.24,77.5,2013-12-01
01-2014,272629.0,146373.0,87.29,46.86,318857056,312343277.0,47913.0,28000.0,15.34,8.96,25867.0,7673.0,8.28,2.46,3456.0,666.0,1.11,0.21,1023.0,689.0,0.33,0.22,132311.0,18078.0,42.36,5.79,54142.0,6850.0,17.33,2.19,416380.0,99942.0,133.31,32.0,8149.0,2986.0,2.61,0.96,606289.0,125536.0,194.11,40.19,2014-01-01
02-2014,245529.0,130899.0,78.7,41.96,318857056,311975750.0,42948.0,25123.0,13.77,8.05,19185.0,6211.0,6.15,1.99,2814.0,595.0,0.9,0.19,883.0,624.0,0.28,0.2,101384.0,15101.0,32.5,4.84,44226.0,5796.0,14.18,1.86,348716.0,85736.0,111.78,27.48,7054.0,2663.0,2.26,0.85,497140.0,107228.0,159.35,34.37,2014-02-01
03-2014,292407.0,150825.0,93.99,48.48,318857056,311115241.0,53328.0,29270.0,17.14,9.41,21234.0,6702.0,6.83,2.15,3672.0,728.0,1.18,0.23,1005.0,674.0,0.32,0.22,116248.0,16350.0,37.36,5.26,49139.0,6270.0,15.79,2.02,401123.0,95123.0,128.93,30.57,8118.0,3095.0,2.61,0.99,570182.0,118471.0,183.27,38.08,2014-03-01
04-2014,300670.0,153534.0,96.72,49.39,318857056,310864345.0,55517.0,30254.0,17.86,9.73,22313.0,6713.0,7.18,2.16,3877.0,812.0,1.25,0.26,1085.0,682.0,0.35,0.22,125202.0,16573.0,40.28,5.33,49727.0,6353.0,16.0,2.04,422180.0,95956.0,135.81,30.87,8257.0,2997.0,2.66,0.96,600986.0,119694.0,193.33,38.5,2014-04-01
05-2014,328788.0,164480.0,105.88,52.97,318857056,310519028.0,61379.0,32692.0,19.77,10.53,24786.0,7106.0,7.98,2.29,4244.0,853.0,1.37,0.27,1209.0,722.0,0.39,0.23,134207.0,17228.0,43.22,5.55,53042.0,6610.0,17.08,2.13,455294.0,99866.0,146.62,32.16,8995.0,3035.0,2.9,0.98,646787.0,124557.0,208.29,40.11,2014-05-01
06-2014,351168.0,173915.0,113.3,56.11,318857056,309932837.0,69137.0,36427.0,22.31,11.75,28933.0,7804.0,9.34,2.52,4335.0,838.0,1.4,0.27,1373.0,759.0,0.44,0.24,149170.0,19039.0,48.13,6.14,61375.0,7195.0,19.8,2.32,521751.0,109199.0,168.34,35.23,9989.0,3605.0,3.22,1.16,736631.0,136271.0,237.67,43.97,2014-06-01
07-2014,314962.0,158298.0,101.61,51.07,318857056,309957772.0,61283.0,32303.0,19.77,10.42,26153.0,7065.0,8.44,2.28,4639.0,903.0,1.5,0.29,1226.0,768.0,0.4,0.25,141886.0,18245.0,45.78,5.89,58786.0,7021.0,18.97,2.27,484044.0,101520.0,156.16,32.75,9211.0,3328.0,2.97,1.07,689355.0,127689.0,222.4,41.2,2014-07-01
08-2014,317515.0,155118.0,102.56,50.1,318857056,309592091.0,61449.0,31698.0,19.85,10.24,25948.0,7029.0,8.38,2.27,4055.0,789.0,1.31,0.25,1210.0,711.0,0.39,0.23,139461.0,17625.0,45.05,5.69,56772.0,6707.0,18.34,2.17,474382.0,100194.0,153.23,32.36,9231.0,3060.0,2.98,0.99,674670.0,125315.0,217.92,40.48,2014-08-01
09-2014,311673.0,154255.0,100.64,49.81,318857056,309691885.0,56664.0,30048.0,18.3,9.7,26013.0,7072.0,8.4,2.28,3699.0,767.0,1.19,0.25,1141.0,673.0,0.37,0.22,136301.0,17229.0,44.01,5.56,55065.0,6462.0,17.78,2.09,459716.0,95405.0,148.44,30.81,9129.0,3205.0,2.95,1.03,654781.0,119863.0,211.43,38.7,2014-09-01
10-2014,305922.0,152457.0,98.83,49.25,318857056,309549608.0,55493.0,29651.0,17.93,9.58,27115.0,7285.0,8.76,2.35,3578.0,777.0,1.16,0.25,1175.0,745.0,0.38,0.24,135133.0,17174.0,43.65,5.55,53966.0,6469.0,17.43,2.09,459274.0,98972.0,148.37,31.97,8689.0,3219.0,2.81,1.04,651951.0,123392.0,210.61,39.86,2014-10-01
11-2014,272423.0,133610.0,88.04,43.18,318857056,309428755.0,49877.0,25919.0,16.12,8.38,25267.0,6212.0,8.17,2.01,3431.0,732.0,1.11,0.24,1122.0,633.0,0.36,0.2,123072.0,13674.0,39.77,4.42,52192.0,5718.0,16.87,1.85,403525.0,88616.0,130.41,28.64,7607.0,2605.0,2.46,0.84,582220.0,108740.0,188.16,35.14,2014-11-01
12-2014,522308.0,273557.0,168.39,88.19,318857056,310177576.0,103869.0,56595.0,33.49,18.25,45954.0,13090.0,14.82,4.22,4395.0,1003.0,1.42,0.32,2138.0,1345.0,0.69,0.43,235763.0,33023.0,76.01,10.65,86279.0,12369.0,27.82,3.99,807736.0,184856.0,260.41,59.6,13959.0,5878.0,4.5,1.9,1134173.0,231251.0,365.65,74.55,2014-12-01
01-2015,280049.0,143053.0,88.88,45.4,321418820,315071316.0,50870.0,27537.0,16.15,8.74,25957.0,7340.0,8.24,2.33,3166.0,650.0,1.0,0.21,1181.0,750.0,0.37,0.24,121403.0,15027.0,38.53,4.77,54380.0,6595.0,17.26,2.09,414620.0,95497.0,131.6,30.31,8990.0,3107.0,2.85,0.99,593569.0,117769.0,188.39,37.38,2015-01-01
02-2015,243325.0,128907.0,77.27,40.93,321418820,314918967.0,43659.0,24932.0,13.86,7.92,18174.0,6116.0,5.77,1.94,2776.0,556.0,0.88,0.18,912.0,647.0,0.29,0.21,87766.0,12622.0,27.87,4.01,43967.0,5838.0,13.96,1.85,330400.0,79932.0,104.92,25.38,7852.0,2940.0,2.49,0.93,464909.0,98948.0,147.63,31.42,2015-02-01
03-2015,299961.0,150925.0,95.22,47.91,321418820,315019909.0,55244.0,29126.0,17.54,9.25,21956.0,6765.0,6.97,2.15,3396.0,667.0,1.08,0.21,1133.0,722.0,0.36,0.23,106996.0,14259.0,33.96,4.53,50337.0,6564.0,15.98,2.08,395800.0,90052.0,125.64,28.59,9094.0,3196.0,2.89,1.01,556529.0,111542.0,176.66,35.41,2015-03-01
04-2015,302252.0,150269.0,96.1,47.78,321418820,314529557.0,56005.0,29194.0,17.81,9.28,22558.0,6540.0,7.17,2.08,3767.0,760.0,1.2,0.24,1120.0,706.0,0.36,0.22,112139.0,14373.0,35.65,4.57,49621.0,6432.0,15.78,2.04,412136.0,89643.0,131.03,28.5,9073.0,3137.0,2.88,1.0,577663.0,111208.0,183.66,35.36,2015-04-01
05-2015,333651.0,159366.0,106.18,50.72,321418820,314229401.0,63594.0,31173.0,20.24,9.92,24865.0,6652.0,7.91,2.12,4167.0,824.0,1.33,0.26,1353.0,730.0,0.43,0.23,122187.0,14413.0,38.88,4.59,54116.0,6435.0,17.22,2.05,441577.0,91125.0,140.53,29.0,9766.0,3193.0,3.11,1.02,622047.0,112797.0,197.96,35.9,2015-05-01
06-2015,352277.0,172288.0,112.46,55.0,321418820,313254614.0,69750.0,35711.0,22.27,11.4,29134.0,7805.0,9.3,2.49,3917.0,732.0,1.25,0.23,1493.0,842.0,0.48,0.27,135880.0,16870.0,43.38,5.39,63209.0,7782.0,20.18,2.48,508849.0,105642.0,162.44,33.72,11148.0,3870.0,3.56,1.24,711855.0,131026.0,227.24,41.83,2015-06-01
07-2015,326647.0,159671.0,104.35,51.01,321418820,313044018.0,64989.0,33045.0,20.76,10.56,26937.0,7132.0,8.6,2.28,4132.0,763.0,1.32,0.24,1419.0,785.0,0.45,0.25,130930.0,16488.0,41.82,5.27,59820.0,7474.0,19.11,2.39,472478.0,95178.0,150.93,30.4,10536.0,3540.0,3.37,1.13,667360.0,119903.0,213.18,38.3,2015-07-01
08-2015,330141.0,158594.0,105.26,50.56,321418820,313656051.0,65125.0,32377.0,20.76,10.32,27306.0,7222.0,8.71,2.3,4113.0,750.0,1.31,0.24,1406.0,750.0,0.45,0.24,129687.0,15611.0,41.35,4.98,59935.0,7273.0,19.11,2.32,466447.0,93098.0,148.71,29.68,10326.0,3557.0,3.29,1.13,660182.0,116732.0,210.48,37.22,2015-08-01
09-2015,319309.0,155230.0,102.2,49.68,321418820,312433880.0,60588.0,30833.0,19.39,9.87,26292.0,7130.0,8.42,2.28,3634.0,669.0,1.16,0.21,1379.0,754.0,0.44,0.24,125400.0,15204.0,40.14,4.87,58755.0,6966.0,18.81,2.23,447550.0,90717.0,143.25,29.04,9862.0,3482.0,3.16,1.11,635339.0,113556.0,203.35,36.35,2015-09-01
10-2015,310170.0,150960.0,98.92,48.14,321418820,313567800.0,58521.0,30096.0,18.66,9.6,27484.0,7251.0,8.76,2.31,3477.0,679.0,1.11,0.22,1297.0,786.0,0.41,0.25,124541.0,15322.0,39.72,4.89,57783.0,6854.0,18.43,2.19,444978.0,92746.0,141.91,29.58,9396.0,3394.0,3.0,1.08,630779.0,115601.0,201.16,36.87,2015-10-01
11-2015,281928.0,139467.0,90.22,44.63,321418820,312506497.0,52752.0,27527.0,16.88,8.81,25920.0,6888.0,8.29,2.2,3188.0,577.0,1.02,0.18,1269.0,713.0,0.41,0.23,119147.0,13400.0,38.13,4.29,55290.0,6281.0,17.69,2.01,412045.0,87491.0,131.85,28.0,8664.0,3101.0,2.77,0.99,589670.0,107749.0,188.69,34.48,2015-11-01
12-2015,534053.0,277923.0,171.34,89.17,321418820,311693841.0,107947.0,58607.0,34.63,18.8,44934.0,13186.0,14.42,4.23,4260.0,863.0,1.37,0.28,2346.0,1416.0,0.75,0.45,219329.0,31286.0,70.37,10.04,91174.0,14114.0,29.25,4.53,799115.0,180005.0,256.38,57.75,14897.0,6313.0,4.78,2.03,1113878.0,226268.0,357.36,72.59,2015-12-01
01-2016,294415.0,146094.0,92.97,46.13,323127513,316674065.0,55640.0,29117.0,17.57,9.19,27050.0,7452.0,8.54,2.35,3206.0,645.0,1.01,0.2,1257.0,747.0,0.4,0.24,116392.0,14636.0,36.75,4.62,58990.0,7282.0,18.63,2.3,410664.0,90528.0,129.68,28.59,9914.0,3367.0,3.13,1.06,589252.0,113091.0,186.08,35.71,2016-01-01
02-2016,272326.0,139518.0,86.07,44.09,323127513,316415636.0,50401.0,27634.0,15.93,8.73,21115.0,6775.0,6.67,2.14,3132.0,697.0,0.99,0.22,1066.0,686.0,0.34,0.22,94986.0,13294.0,30.02,4.2,50303.0,6517.0,15.9,2.06,364135.0,82512.0,115.08,26.08,8953.0,3283.0,2.83,1.04,512556.0,103020.0,161.99,32.56,2016-02-01
03-2016,312527.0,156259.0,98.75,49.38,323127513,316471293.0,60425.0,31050.0,19.09,9.81,22757.0,7113.0,7.19,2.25,3545.0,708.0,1.12,0.22,1257.0,705.0,0.4,0.22,106911.0,14222.0,33.78,4.49,53766.0,7207.0,16.99,2.28,405720.0,88418.0,128.2,27.94,9791.0,3406.0,3.09,1.08,569942.0,110555.0,180.09,34.93,2016-03-01
04-2016,314101.0,152383.0,99.36,48.2,323127513,316125535.0,60573.0,30523.0,19.16,9.66,23585.0,6767.0,7.46,2.14,3900.0,784.0,1.23,0.25,1316.0,796.0,0.42,0.25,107501.0,13669.0,34.01,4.32,54042.0,6807.0,17.1,2.15,412437.0,86051.0,130.47,27.22,9968.0,3388.0,3.15,1.07,577880.0,107311.0,182.8,33.95,2016-04-01
05-2016,340615.0,164161.0,107.82,51.96,323127513,315925285.0,66618.0,33370.0,21.09,10.56,25587.0,7148.0,8.1,2.26,3835.0,708.0,1.21,0.22,1406.0,845.0,0.45,0.27,117775.0,14902.0,37.28,4.72,57810.0,7310.0,18.3,2.31,437636.0,87337.0,138.53,27.64,10397.0,3475.0,3.29,1.1,617056.0,110257.0,195.32,34.9,2016-05-01
06-2016,361938.0,175713.0,114.52,55.6,323127513,316056194.0,73897.0,37129.0,23.38,11.75,28534.0,8071.0,9.03,2.55,4257.0,867.0,1.35,0.27,1673.0,907.0,0.53,0.29,129707.0,16506.0,41.04,5.22,65783.0,8610.0,20.81,2.72,501339.0,95738.0,158.62,30.29,11466.0,3906.0,3.63,1.24,701086.0,121721.0,221.82,38.51,2016-06-01
07-2016,331922.0,156674.0,105.12,49.62,323127513,315751466.0,68152.0,32898.0,21.58,10.42,27350.0,7002.0,8.66,2.22,4422.0,762.0,1.4,0.24,1569.0,733.0,0.5,0.23,122718.0,14821.0,38.87,4.69,63018.0,7386.0,19.96,2.34,446577.0,78317.0,141.43,24.8,10623.0,3302.0,3.36,1.05,636735.0,101286.0,201.66,32.08,2016-07-01
08-2016,326057.0,158894.0,103.28,50.33,323127513,315690642.0,65534.0,33553.0,20.76,10.63,27822.0,7421.0,8.81,2.35,3989.0,78578.0,1.26,24.89,1561.0,847.0,0.49,0.27,125403.0,15657.0,39.72,4.96,65235.0,8173.0,20.66,2.59,464119.0,83265.0,147.02,26.38,10610.0,3674.0,3.36,1.16,658746.0,185673.0,208.67,58.81,2016-08-01
09-2016,322149.0,154478.0,102.15,48.99,323127513,315354487.0,62964.0,31535.0,19.97,10.0,26420.0,7319.0,8.38,2.32,3748.0,754.0,1.19,0.24,1446.0,764.0,0.46,0.24,118190.0,14808.0,37.48,4.7,62243.0,7565.0,19.74,2.4,441160.0,78944.0,139.89,25.03,10222.0,3491.0,3.24,1.11,625341.0,102071.0,198.3,32.37,2016-09-01
10-2016,321347.0,151019.0,101.99,47.93,323127513,315080739.0,62712.0,30540.0,19.9,9.69,27704.0,7343.0,8.79,2.33,3817.0,660.0,1.21,0.21,1488.0,780.0,0.47,0.25,120497.0,14133.0,38.24,4.49,64324.0,7644.0,20.42,2.43,446365.0,79033.0,141.67,25.08,10221.0,3375.0,3.24,1.07,635003.0,101470.0,201.54,32.2,2016-10-01
11-2016,290028.0,139645.0,92.09,44.34,323127513,314924961.0,56119.0,28417.0,17.82,9.02,26561.0,6639.0,8.43,2.11,3611.0,729.0,1.15,0.23,1464.0,775.0,0.46,0.25,114929.0,13119.0,36.49,4.17,61606.0,7411.0,19.56,2.35,415681.0,77598.0,131.99,24.64,9271.0,3401.0,2.94,1.08,595827.0,98857.0,189.2,31.39,2016-11-01
12-2016,525704.0,271619.0,166.96,86.27,323127513,314862034.0,106122.0,56848.0,33.7,18.05,44192.0,12542.0,14.04,3.98,4267.0,870.0,1.36,0.28,2330.0,1441.0,0.74,0.46,199963.0,27867.0,63.51,8.85,99233.0,15000.0,31.52,4.76,773062.0,155256.0,245.52,49.31,14959.0,6075.0,4.75,1.93,1076525.0,198993.0,341.9,63.2,2016-12-01
01-2017,298603.0,147936.0,93.63,46.39,329056355,318925181.0,58067.0,29922.0,18.21,9.38,27620.0,7376.0,8.66,2.31,3105.0,646.0,0.97,0.2,1452.0,827.0,0.46,0.26,113048.0,14496.0,35.45,4.55,64227.0,8132.0,20.14,2.55,410056.0,80432.0,128.57,25.22,10755.0,3411.0,3.37,1.07,590436.0,103706.0,185.13,32.52,2017-01-01
02-2017,267926.0,133699.0,84.18,42.0,329056355,318294731.0,51239.0,26876.0,16.1,8.44,21834.0,6495.0,6.86,2.04,3013.0,628.0,0.95,0.2,1174.0,765.0,0.37,0.24,93671.0,13003.0,29.43,4.09,54032.0,7293.0,16.98,2.29,359811.0,72295.0,113.04,22.71,9026.0,2977.0,2.84,0.94,510527.0,93219.0,160.39,29.29,2017-02-01
03-2017,301692.0,151537.0,94.77,47.6,329056355,318328908.0,58689.0,30696.0,18.44,9.64,21883.0,6774.0,6.87,2.13,3413.0,753.0,1.07,0.24,1232.0,804.0,0.39,0.25,97596.0,13771.0,30.66,4.33,56373.0,7612.0,17.71,2.39,387665.0,76678.0,121.78,24.09,10268.0,3460.0,3.23,1.09,545047.0,98814.0,171.22,31.04,2017-03-01
04-2017,314265.0,150737.0,98.76,47.37,329056355,318225731.0,62419.0,30929.0,19.61,9.72,22848.0,6593.0,7.18,2.07,3405.0,707.0,1.07,0.22,1318.0,732.0,0.41,0.23,100285.0,12937.0,31.51,4.07,55400.0,6988.0,17.41,2.2,394890.0,73513.0,124.09,23.1,10741.0,3219.0,3.38,1.01,553980.0,94145.0,174.08,29.58,2017-04-01
05-2017,336172.0,162538.0,105.7,51.11,329056355,318040547.0,67279.0,34050.0,21.15,10.71,24488.0,6987.0,7.7,2.2,3753.0,795.0,1.18,0.25,1406.0,847.0,0.44,0.27,111008.0,14153.0,34.9,4.45,59034.0,7859.0,18.56,2.47,425880.0,79480.0,133.91,24.99,11865.0,3508.0,3.73,1.1,599675.0,102287.0,188.55,32.16,2017-05-01
06-2017,321046.0,168921.0,101.09,53.19,329056355,317587044.0,66158.0,33309.0,20.83,10.49,24206.0,6995.0,7.62,2.2,3774.0,800.0,1.19,0.25,1446.0,13858.0,0.46,4.36,107052.0,13853.0,33.71,4.36,59731.0,7897.0,18.81,2.49,432266.0,77511.0,136.11,24.41,11137.0,3601.0,3.51,1.13,602823.0,100061.0,189.81,31.51,2017-06-01
07-2017,330777.0,158285.0,104.21,49.87,329056355,317398774.0,69427.0,34197.0,21.87,10.77,25642.0,6662.0,8.08,2.1,4372.0,842.0,1.38,0.27,1559.0,865.0,0.49,0.27,113301.0,14397.0,35.7,4.54,63910.0,8122.0,20.14,2.56,446694.0,77657.0,140.74,24.47,11205.0,3439.0,3.53,1.08,628277.0,101018.0,197.95,31.83,2017-07-01
08-2017,321369.0,157811.0,101.29,49.74,329056355,317289198.0,65735.0,33744.0,20.72,10.64,25597.0,7113.0,8.07,2.24,3674.0,800.0,1.16,0.25,1448.0,835.0,0.46,0.26,113366.0,15080.0,35.73,4.75,63413.0,8464.0,19.99,2.67,451962.0,79780.0,142.44,25.14,11120.0,3713.0,3.5,1.17,632415.0,104124.0,199.32,32.82,2017-08-01
09-2017,318121.0,153499.0,100.59,48.54,329056355,316244367.0,63369.0,31773.0,20.04,10.05,24496.0,6591.0,7.75,2.08,3410.0,665.0,1.08,0.21,1392.0,802.0,0.44,0.25,106272.0,13690.0,33.6,4.33,59749.0,7350.0,18.89,2.32,422731.0,75200.0,133.67,23.78,10832.0,3468.0,3.43,1.1,592162.0,96905.0,187.25,30.64,2017-09-01
10-2017,319520.0,154338.0,100.92,48.75,329056355,316597601.0,62835.0,31659.0,19.85,10.0,25784.0,6768.0,8.14,2.14,3570.0,711.0,1.13,0.22,1473.0,822.0,0.47,0.26,109805.0,13467.0,34.68,4.25,61846.0,7621.0,19.53,2.41,434453.0,76782.0,137.23,24.25,11257.0,3600.0,3.56,1.14,609674.0,98581.0,192.57,31.14,2017-10-01
11-2017,289748.0,140285.0,91.8,44.45,329056355,315631050.0,56600.0,28589.0,17.93,9.06,24632.0,6415.0,7.8,2.03,3096.0,631.0,0.98,0.2,1803.0,802.0,0.57,0.25,102049.0,12596.0,32.33,3.99,57853.0,7370.0,18.33,2.34,402756.0,73652.0,127.6,23.33,10066.0,3184.0,3.19,1.01,565754.0,94249.0,179.25,29.86,2017-11-01
12-2017,557853.0,288866.0,176.81,91.55,329056355,315515967.0,113132.0,60792.0,35.86,19.27,43509.0,13248.0,13.79,4.2,4406.0,1040.0,1.4,0.33,2488.0,1495.0,0.79,0.47,187868.0,27928.0,59.54,8.85,102608.0,16312.0,32.52,5.17,799356.0,151754.0,253.35,48.1,17318.0,6673.0,5.49,2.11,1094238.0,197034.0,346.81,62.45,2017-12-01
01-2018,290345.0,145579.0,89.83,45.04,330362587,323201225.0,55741.0,29297.0,17.25,9.06,24188.0,7095.0,7.48,2.2,3297.0,706.0,1.02,0.22,1362.0,864.0,0.42,0.27,97270.0,12744.0,30.1,3.94,62791.0,8276.0,19.43,2.56,388037.0,74800.0,120.06,23.14,11743.0,3513.0,3.63,1.09,551395.0,96526.0,170.6,29.87,2018-01-01
02-2018,272117.0,134555.0,84.34,41.7,330362587,322649735.0,51032.0,27076.0,15.82,8.39,19224.0,5918.0,5.96,1.83,2717.0,660.0,0.84,0.2,1120.0,699.0,0.35,0.22,81795.0,11733.0,25.35,3.64,51885.0,7012.0,16.08,2.17,339942.0,67984.0,105.36,21.07,10074.0,3202.0,3.12,0.99,476339.0,87389.0,147.63,27.08,2018-02-01
